module_code,module_title,department,classification,m4_lead_name,m4_lead_score,m5_lead_name,m5_lead_score,lead_status,rank_shift,tradeoff_delta,policy_summary
LX3603,Trusts,Department of Social and Political Sciences,taught_academic,Dr Anna Tuckett,0.2545,Dr Martin Hansen,0.245,DISPLACED_BY_QUOTA,1,0.0094,"Assigned Dr Martin Hansen (Rank #2, Relevance: 0.2450) under Institutional Workload Policy."
CS3609,Cybersecurity,Department of Computer Science,taught_academic,Dr Rumyana Neykova,0.338,Professor Panos Louvieris,0.2892,DISPLACED_BY_QUOTA,4,0.0488,"Assigned Professor Panos Louvieris (Rank #5, Relevance: 0.2892) under Institutional Workload Policy."
EE5518,Energy Economics and Power Markets,Department of Electronic and Computer Engineering,taught_academic,Dr Ioana Pisica,0.4603,Dr Marko Aunedi,0.4361,DISPLACED_BY_QUOTA,1,0.0242,"Assigned Dr Marko Aunedi (Rank #2, Relevance: 0.4361) under Institutional Workload Policy."
N/A,Clinical Practice and Community Care,Brunel Medical School,taught_academic,Unassigned Lead,0.0,Unassigned,0.0,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Unassigned assigned as Rank #1 subject expert (Relevance score: 0.0000).
ME2617,Dynamics of Machines,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Yohan Noh,0.2535,Dr Yohan Noh,0.2535,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Yohan Noh assigned as Rank #1 subject expert (Relevance score: 0.2535).
CW1601,Poetry 1,Department of Arts and Humanities,taught_academic,Dr Thaleia Deniozou,0.2385,Professor William Watkin,0.2337,DISPLACED_BY_QUOTA,1,0.0047,"Assigned Professor William Watkin (Rank #2, Relevance: 0.2337) under Institutional Workload Policy."
MU2628,Music Production Lab,Department of Arts and Humanities,taught_academic,Dr Brent Ferguson,0.2601,Dr Brent Ferguson,0.2601,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Brent Ferguson assigned as Rank #1 subject expert (Relevance score: 0.2601).
GY2606,Sustainable Development and Political Ecology,"Department of Social Sciences, Media and Communications",taught_academic,Dr Anneleen Kenis,0.3654,Dr Devanshi Chanchani,0.2928,DISPLACED_BY_QUOTA,3,0.0726,"Assigned Dr Devanshi Chanchani (Rank #4, Relevance: 0.2928) under Institutional Workload Policy."
CH5D,Chemical Engineering Research Project,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Jun Xia,0.3724,Professor Xinyan Wang,0.3711,DISPLACED_BY_QUOTA,1,0.0014,"Assigned Professor Xinyan Wang (Rank #2, Relevance: 0.3711) under Institutional Workload Policy."
MG2XXX,Business Analytics,Brunel Business School,taught_academic,Dr Amir Ashrafi,0.4007,Dr Soohyun Jeon,0.2773,DISPLACED_BY_QUOTA,3,0.1234,"Assigned Dr Soohyun Jeon (Rank #4, Relevance: 0.2773) under Institutional Workload Policy."
LX5678,Regulating Digital Markets and Online Platforms,Brunel Law School,taught_academic,Dr Asress Gikay,0.3564,Dr Asress Gikay,0.3564,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Asress Gikay assigned as Rank #1 subject expert (Relevance score: 0.3564).
PP3634,Public Policy Analysis,"Department of Social Sciences, Media and Communications",taught_academic,Dr Manu Savani,0.4092,Dr Manu Savani,0.4092,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Manu Savani assigned as Rank #1 subject expert (Relevance score: 0.4092).
MN5610,Advanced Measurement Systems and Data Analysis,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Moschos Papananias,0.2897,Dr Yohan Noh,0.2503,DISPLACED_BY_QUOTA,1,0.0393,"Assigned Dr Yohan Noh (Rank #2, Relevance: 0.2503) under Institutional Workload Policy."
LX5675,Copyright and Allied Rights,Department of Social and Political Sciences,taught_academic,Professor Sarita Malik,0.1646,Dr Alison Carrol,0.1547,DISPLACED_BY_QUOTA,3,0.0099,"Assigned Dr Alison Carrol (Rank #4, Relevance: 0.1547) under Institutional Workload Policy."
EE5521,Power System Stability and Control,Department of Electronic and Computer Engineering,taught_academic,Dr Ahmed F. Zobaa,0.315,Dr Ahmed F. Zobaa,0.315,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Ahmed F. Zobaa assigned as Rank #1 subject expert (Relevance score: 0.3150).
PH5677,Mandatory Training,Department of Health Sciences,taught_academic,Miss Alex Harvey,0.2735,Miss Alex Harvey,0.2735,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Miss Alex Harvey assigned as Rank #1 subject expert (Relevance score: 0.2735).
BB1723,Medical Biochemistry,Department of Life Sciences,taught_academic,Dr Concetta Bubici,0.3413,Dr Concetta Bubici,0.3413,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Concetta Bubici assigned as Rank #1 subject expert (Relevance score: 0.3413).
N/A,UX Design with Creative Technologies,Department of Electronic and Computer Engineering,taught_academic,Dr Fotios Spyridonis,0.3372,Dr Fotios Spyridonis,0.3372,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Fotios Spyridonis assigned as Rank #1 subject expert (Relevance score: 0.3372).
PY36XXB,Ageing and Dementia,Department of Life Sciences,taught_academic,Dr Andre J. Szameitat,0.3043,Dr Sara Anjomani Virmouni,0.2889,DISPLACED_BY_QUOTA,1,0.0154,"Assigned Dr Sara Anjomani Virmouni (Rank #2, Relevance: 0.2889) under Institutional Workload Policy."
EE5604,Digital Media Technologies,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.3195,Dr Mohammad Swash,0.2267,DISPLACED_BY_QUOTA,3,0.0929,"Assigned Dr Mohammad Swash (Rank #4, Relevance: 0.2267) under Institutional Workload Policy."
EC3OOO,"Economics, Finance, and Accounting Project",Brunel Business School,taught_academic,Dr Radha Shiwakoti,0.4714,Professor Stylianos Asimakopoulos,0.4674,DISPLACED_BY_QUOTA,1,0.004,"Assigned Professor Stylianos Asimakopoulos (Rank #2, Relevance: 0.4674) under Institutional Workload Policy."
CY3612,"Drugs, Crime and Criminal Justice","Department of Social Sciences, Media and Communications",taught_academic,Dr Matthew Cracknell,0.3704,Dr Ebony Reid,0.3413,DISPLACED_BY_QUOTA,2,0.0291,"Assigned Dr Ebony Reid (Rank #3, Relevance: 0.3413) under Institutional Workload Policy."
GY2607,Ecosystem Stressors,Department of Social and Political Sciences,taught_academic,Dr Nibedita Mukherjee,0.2501,Dr Nibedita Mukherjee,0.2501,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Nibedita Mukherjee assigned as Rank #1 subject expert (Relevance score: 0.2501).
ME5689,Advanced Materials and Manufacturing,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Nithin Amirth Jayasree,0.319,Dr Bin Zhang,0.2824,DISPLACED_BY_QUOTA,3,0.0365,"Assigned Dr Bin Zhang (Rank #4, Relevance: 0.2824) under Institutional Workload Policy."
EC5620,Derivative Securities,"Department of Economics, Finance and Accounting",taught_academic,Professor Stylianos Asimakopoulos,0.2513,Dr Hugh Colaco,0.2357,DISPLACED_BY_QUOTA,2,0.0156,"Assigned Dr Hugh Colaco (Rank #3, Relevance: 0.2357) under Institutional Workload Policy."
PY3635,"Drugs, Hormones and the Brain",Department of Life Sciences,taught_academic,Dr Survjit Cheeta,0.4083,Dr Survjit Cheeta,0.4083,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Survjit Cheeta assigned as Rank #1 subject expert (Relevance score: 0.4083).
CE5637,Nonlinear Structural Analysis & Finite Element Method,Department of Civil and Environmental Engineering,taught_academic,Dr Esmaeel Esmaeeli,0.3611,Dr Esmaeel Esmaeeli,0.3611,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Esmaeel Esmaeeli assigned as Rank #1 subject expert (Relevance score: 0.3611).
DM5535,Computer Aided Design and Manufacturing Techniques,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.4613,Dr Nithin Amirth Jayasree,0.2984,DISPLACED_BY_QUOTA,3,0.163,"Assigned Dr Nithin Amirth Jayasree (Rank #4, Relevance: 0.2984) under Institutional Workload Policy."
MG1607,Digital Technology and AI for Business and Management,Brunel Business School,taught_academic,Dr Lalnunpuia Samuel,0.3493,Dr Kevin Lu,0.2987,DISPLACED_BY_QUOTA,4,0.0506,"Assigned Dr Kevin Lu (Rank #5, Relevance: 0.2987) under Institutional Workload Policy."
N/A,Placement Portfolio (with placement only),Department of Civil and Environmental Engineering,independent_project_placement,Dr Nuhu Braimah,0.245,Dr Nuhu Braimah,0.245,EXEMPT,0,0.0,Exempt unit: 'Dr Nuhu Braimah' assigned as academic supervisor / dissertation coordinator.
MA5621,Interest Rate Theory,Department of Mathematics,taught_academic,Dr Diana Roman,0.2506,Dr Diana Roman,0.2506,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Diana Roman assigned as Rank #1 subject expert (Relevance score: 0.2506).
SO2609,"Gender, Sexuality and Feminism","Department of Social Sciences, Media and Communications",taught_academic,Dr Sara De Benedictis,0.3571,Dr Sara De Benedictis,0.3571,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Sara De Benedictis assigned as Rank #1 subject expert (Relevance score: 0.3571).
N/A,Motion Graphics,Brunel Design School,taught_academic,Dr Harry Agius,0.3031,Dr Harry Agius,0.3031,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Harry Agius assigned as Rank #1 subject expert (Relevance score: 0.3031).
N/A,Research Methods (2),Department of Health Sciences,taught_academic,Dr Mark Wareing,0.3505,Dr Emma Norris,0.3268,DISPLACED_BY_QUOTA,3,0.0237,"Assigned Dr Emma Norris (Rank #4, Relevance: 0.3268) under Institutional Workload Policy."
N/A,Human Sexual Diversity,Department of Life Sciences,taught_academic,Dr Nelli Ferenczi,0.3759,Dr Rebecca Sear,0.2805,DISPLACED_BY_QUOTA,3,0.0953,"Assigned Dr Rebecca Sear (Rank #4, Relevance: 0.2805) under Institutional Workload Policy."
MG5614,Management Accounting,Brunel Business School,taught_academic,Dr Radha Shiwakoti,0.3041,Dr Zhen Chen,0.2479,DISPLACED_BY_QUOTA,3,0.0562,"Assigned Dr Zhen Chen (Rank #4, Relevance: 0.2479) under Institutional Workload Policy."
ME3619,Sustainable Engineering Management and Practice,Department of Mechanical and Aerospace Engineering,taught_academic,Professor Maria Kolokotroni,0.283,Dr Bertrand Delpech,0.2326,DISPLACED_BY_QUOTA,4,0.0504,"Assigned Dr Bertrand Delpech (Rank #5, Relevance: 0.2326) under Institutional Workload Policy."
N/A,Military History and Strategic Thought from the Ancients to the Present,Department of Arts and Humanities,taught_academic,Dr Iain Farquharson,0.3333,Dr Iain Farquharson,0.3333,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Iain Farquharson assigned as Rank #1 subject expert (Relevance score: 0.3333).
CH5F,Process Systems Engineering,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alireza Mousavi,0.2755,Dr Moschos Papananias,0.2588,DISPLACED_BY_QUOTA,1,0.0168,"Assigned Dr Moschos Papananias (Rank #2, Relevance: 0.2588) under Institutional Workload Policy."
N/A,"Drugs, Hormones and the Brain",Department of Life Sciences,taught_academic,Dr Survjit Cheeta,0.4005,Dr Michelle Sahai,0.3648,DISPLACED_BY_QUOTA,2,0.0357,"Assigned Dr Michelle Sahai (Rank #3, Relevance: 0.3648) under Institutional Workload Policy."
N/A,Enhancing Skills for Nursing Practice (Mental Health),Department of Health Sciences,taught_academic,Dr Mark Wareing,0.4076,Dr Panagiota Smyrni,0.3404,DISPLACED_BY_QUOTA,4,0.0672,"Assigned Dr Panagiota Smyrni (Rank #5, Relevance: 0.3404) under Institutional Workload Policy."
CW5601,Elements of Fiction,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.3902,Professor Jago Morrison,0.3902,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Jago Morrison assigned as Rank #1 subject expert (Relevance score: 0.3902).
LX5688,Human Rights in Practice,Brunel Law School,taught_academic,Dr Isobel Renzulli,0.5718,Dr Isobel Renzulli,0.5718,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Isobel Renzulli assigned as Rank #1 subject expert (Relevance score: 0.5718).
SA2626,Qualitative Research in Professional Practice,"Department of Social Sciences, Media and Communications",taught_academic,Dr Magali Peyrefitte,0.3358,Professor James Staples,0.2928,DISPLACED_BY_QUOTA,3,0.043,"Assigned Professor James Staples (Rank #4, Relevance: 0.2928) under Institutional Workload Policy."
MG3MMM,Entrepreneurship and Small Business Ventures,Department of Electronic and Computer Engineering,taught_academic,Dr Alan Serrano-Rico,0.2223,Dr Alan Serrano-Rico,0.2223,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Alan Serrano-Rico assigned as Rank #1 subject expert (Relevance score: 0.2223).
MB5525,Corporate and Competitive Strategy,Brunel Business School,taught_academic,Dr Carolin Decker-Lange,0.3735,Professor Catherine Wang,0.3601,DISPLACED_BY_QUOTA,1,0.0134,"Assigned Professor Catherine Wang (Rank #2, Relevance: 0.3601) under Institutional Workload Policy."
N/A,Inter-professional Art Psychotherapy (QI),Department of Arts and Humanities,taught_academic,Dr Mariza Dima,0.2672,Dr Mariza Dima,0.2672,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mariza Dima assigned as Rank #1 subject expert (Relevance score: 0.2672).
FM3651,Movies and Migration,Department of Arts and Humanities,taught_academic,Dr Jon Hackett,0.4184,Dr Jon Hackett,0.4184,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Jon Hackett assigned as Rank #1 subject expert (Relevance score: 0.4184).
MA2621,Discrete Mathematics,Department of Mathematics,taught_academic,Dr Ben Parker,0.3524,Dr Igor Smolyarenko,0.3482,DISPLACED_BY_QUOTA,1,0.0042,"Assigned Dr Igor Smolyarenko (Rank #2, Relevance: 0.3482) under Institutional Workload Policy."
MGGM4,Managing Global Change,Brunel Business School,taught_academic,Dr Sabeen Ahmad,0.3618,Dr George Ofosu,0.294,DISPLACED_BY_QUOTA,3,0.0678,"Assigned Dr George Ofosu (Rank #4, Relevance: 0.2940) under Institutional Workload Policy."
CM56AA,Mandatory Training Year 1,Department of Health Sciences,taught_academic,Miss Alex Harvey,0.3005,Dr Claire Nolan,0.2588,DISPLACED_BY_QUOTA,2,0.0417,"Assigned Dr Claire Nolan (Rank #3, Relevance: 0.2588) under Institutional Workload Policy."
OT1603,"Professionalism and the Developing Occupational Therapist 1: Professional Knowledge, Doing, Being and Becoming",Department of Health Sciences,taught_academic,Ms Tai Frater,0.4633,Ms Tai Frater,0.4633,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Ms Tai Frater assigned as Rank #1 subject expert (Relevance score: 0.4633).
EN3621,English Special Project,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.2345,Professor Jago Morrison,0.2345,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Jago Morrison assigned as Rank #1 subject expert (Relevance score: 0.2345).
CE2619,Fluid Mechanics and Hydraulics,Department of Civil and Environmental Engineering,taught_academic,Dr Abiy S. Kebede,0.3332,Dr Ashraf Ahmed Mohamed,0.2996,DISPLACED_BY_QUOTA,4,0.0336,"Assigned Dr Ashraf Ahmed Mohamed (Rank #5, Relevance: 0.2996) under Institutional Workload Policy."
DR3DDD,Movement and Physical Theatres,Department of Arts and Humanities,taught_academic,Professor Royona Mitra,0.2908,Professor Royona Mitra,0.2908,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Royona Mitra assigned as Rank #1 subject expert (Relevance score: 0.2908).
N/A,Applied Research,Department of Health Sciences,taught_academic,Dr Cristina Asenjo Palma,0.4497,Dr Cristina Asenjo Palma,0.4497,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Cristina Asenjo Palma assigned as Rank #1 subject expert (Relevance score: 0.4497).
PP3629,European Union Politics: Problems and Prospects,"Department of Social Sciences, Media and Communications",taught_academic,Dr Katja Sarmiento-Mirwaldt,0.4996,Dr Katja Sarmiento-Mirwaldt,0.4996,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Katja Sarmiento-Mirwaldt assigned as Rank #1 subject expert (Relevance score: 0.4996).
N/A,Nursing Practice Module for Part 2,Department of Health Sciences,taught_academic,Dr Allison Wiseman,0.375,Dr Allison Wiseman,0.375,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Allison Wiseman assigned as Rank #1 subject expert (Relevance score: 0.3750).
GY16XX,Planet Earth,Department of Social and Political Sciences,taught_academic,Dr Nibedita Mukherjee,0.2265,Dr Hauke Riesch,0.1926,DISPLACED_BY_QUOTA,3,0.0339,"Assigned Dr Hauke Riesch (Rank #4, Relevance: 0.1926) under Institutional Workload Policy."
SO2614,Sociology of Everyday Life: Issues in Contemporary Culture,"Department of Social Sciences, Media and Communications",taught_academic,Professor John Roberts,0.3813,Professor John Roberts,0.3813,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor John Roberts assigned as Rank #1 subject expert (Relevance score: 0.3813).
DR3626,Contemporary Theatre Project,Department of Arts and Humanities,taught_academic,Dr Katerina Paramana,0.2776,Dr Katerina Paramana,0.2776,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Katerina Paramana assigned as Rank #1 subject expert (Relevance score: 0.2776).
EC1603,Financial Markets,"Department of Economics, Finance and Accounting",taught_academic,Dr Radha Shiwakoti,0.2995,Dr John Hunter,0.2871,DISPLACED_BY_QUOTA,2,0.0124,"Assigned Dr John Hunter (Rank #3, Relevance: 0.2871) under Institutional Workload Policy."
EE5520,Power System Analysis and Security,Department of Electronic and Computer Engineering,taught_academic,Professor Gareth Taylor,0.3346,Professor Gareth Taylor,0.3346,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Gareth Taylor assigned as Rank #1 subject expert (Relevance score: 0.3346).
PX3615,Slavery and Abolition,Department of Social and Political Sciences,taught_academic,Dr Inge Dornan,0.4614,Dr Inge Dornan,0.4614,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Inge Dornan assigned as Rank #1 subject expert (Relevance score: 0.4614).
GY3604,Nature-Based Climate Solution,Department of Life Sciences,taught_academic,Dr James Winters,0.2782,Dr James Winters,0.2782,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr James Winters assigned as Rank #1 subject expert (Relevance score: 0.2782).
FM3625,Joint Film/Theatre Final Production,Department of Arts and Humanities,taught_academic,Dr Thaleia Deniozou,0.3438,Dr Thaleia Deniozou,0.3438,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Thaleia Deniozou assigned as Rank #1 subject expert (Relevance score: 0.3438).
CW3607,Screenwriting II,Department of Arts and Humanities,taught_academic,Dr Thaleia Deniozou,0.2825,Dr Thaleia Deniozou,0.2825,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Thaleia Deniozou assigned as Rank #1 subject expert (Relevance score: 0.2825).
FM2613,Game Engine,Department of Arts and Humanities,taught_academic,Dr Mariza Dima,0.3285,Dr Mariza Dima,0.3285,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mariza Dima assigned as Rank #1 subject expert (Relevance score: 0.3285).
ME3618,Mechatronics and Control Engineering,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alireza Mousavi,0.223,Dr Xinli Du,0.1691,DISPLACED_BY_QUOTA,4,0.0538,"Assigned Dr Xinli Du (Rank #5, Relevance: 0.1691) under Institutional Workload Policy."
EN3621,English Special Project,Department of Arts and Humanities,taught_academic,Dr Thaleia Deniozou,0.3093,Dr Magali Peyrefitte,0.2882,DISPLACED_BY_QUOTA,1,0.021,"Assigned Dr Magali Peyrefitte (Rank #2, Relevance: 0.2882) under Institutional Workload Policy."
N/A,Computer Aided Design and Manufacturing Techniques,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.4613,Dr Harry Agius,0.2826,DISPLACED_BY_QUOTA,4,0.1788,"Assigned Dr Harry Agius (Rank #5, Relevance: 0.2826) under Institutional Workload Policy."
ED5704,Disciplines in Education,Department of Education,taught_academic,Dr Saima Salehjee,0.3541,Dr Saima Salehjee,0.3541,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Saima Salehjee assigned as Rank #1 subject expert (Relevance score: 0.3541).
CW5XXX,How to Write a Novel,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.2963,Professor Jago Morrison,0.2963,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Jago Morrison assigned as Rank #1 subject expert (Relevance score: 0.2963).
CE5602,Structural Dynamics and Seismic Design,Department of Civil and Environmental Engineering,taught_academic,Dr Esmaeel Esmaeeli,0.3159,Dr Philip Collins,0.2378,DISPLACED_BY_QUOTA,2,0.0781,"Assigned Dr Philip Collins (Rank #3, Relevance: 0.2378) under Institutional Workload Policy."
DM5601,Innovation Strategy and Management,Brunel Design School,taught_academic,Professor Youngok Choi,0.4319,Professor Youngok Choi,0.4319,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Youngok Choi assigned as Rank #1 subject expert (Relevance score: 0.4319).
SC1605,Special Subjects B,"Department of Social Sciences, Media and Communications",taught_academic,Dr Victor Jatula,0.3071,Dr Victor Jatula,0.3071,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Victor Jatula assigned as Rank #1 subject expert (Relevance score: 0.3071).
LX5553,"The Migrant, The State and the Law",Department of Social and Political Sciences,taught_academic,Dr Anna Tuckett,0.3544,Dr Anna Tuckett,0.3544,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Anna Tuckett assigned as Rank #1 subject expert (Relevance score: 0.3544).
N/A,"Psychology, Sociology and Lifestyle Medicine",Brunel Medical School,taught_academic,Unassigned Lead,0.0,Unassigned,0.0,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Unassigned assigned as Rank #1 subject expert (Relevance score: 0.0000).
ME5688,Advanced Vehicle Dynamics and Advanced CAD,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Dong Zhang,0.2895,Dr Dong Zhang,0.2895,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Dong Zhang assigned as Rank #1 subject expert (Relevance score: 0.2895).
MG5564,International Business Strategy,Brunel Business School,taught_academic,Dr Cristina Stoian,0.4814,Dr Janja Tardios,0.4428,DISPLACED_BY_QUOTA,1,0.0386,"Assigned Dr Janja Tardios (Rank #2, Relevance: 0.4428) under Institutional Workload Policy."
CW1600,Fiction 1,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.301,Professor Jago Morrison,0.301,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Jago Morrison assigned as Rank #1 subject expert (Relevance score: 0.3010).
ED5619,Education Studies III,Department of Education,taught_academic,Dr Sarmin Hossain,0.4004,Dr Sarmin Hossain,0.4004,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Sarmin Hossain assigned as Rank #1 subject expert (Relevance score: 0.4004).
N/A,Further English Training,Department of Electronic and Computer Engineering,taught_academic,Dr Monica Pereira,0.2738,Dr Monica Pereira,0.2738,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Monica Pereira assigned as Rank #1 subject expert (Relevance score: 0.2738).
LX5664,Principles of Corporate Law,Department of Social and Political Sciences,taught_academic,Dr Anna Tuckett,0.1666,Dr Ayushman Bhagat,0.1544,DISPLACED_BY_QUOTA,3,0.0122,"Assigned Dr Ayushman Bhagat (Rank #4, Relevance: 0.1544) under Institutional Workload Policy."
BB36XX,"Medical Immunology, Pharmacology and Toxicology",Department of Life Sciences,taught_academic,Dr Steven Smith,0.4059,Dr Steven Smith,0.4059,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Steven Smith assigned as Rank #1 subject expert (Relevance score: 0.4059).
MB5602,Managing Digital Technology and Innovation,Brunel Business School,taught_academic,Dr Lalnunpuia Samuel,0.381,Dr Lalnunpuia Samuel,0.381,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Lalnunpuia Samuel assigned as Rank #1 subject expert (Relevance score: 0.3810).
ES5628,Environmental Tools and Methodologies,Department of Life Sciences,taught_academic,Dr Sofia Barbosa Boucas,0.3304,Dr Andre J. Szameitat,0.2251,DISPLACED_BY_QUOTA,4,0.1053,"Assigned Dr Andre J. Szameitat (Rank #5, Relevance: 0.2251) under Institutional Workload Policy."
N/A,Writing and Difference,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.3625,Dr Iman Sheeha,0.3051,DISPLACED_BY_QUOTA,4,0.0574,"Assigned Dr Iman Sheeha (Rank #5, Relevance: 0.3051) under Institutional Workload Policy."
BB3744,Genomic Medicine,Department of Life Sciences,taught_academic,Dr Evgeny Makarov,0.3644,Dr Evgeny Makarov,0.3644,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Evgeny Makarov assigned as Rank #1 subject expert (Relevance score: 0.3644).
N/A,Environmental Tools & Methods,Department of Civil and Environmental Engineering,taught_academic,Dr Eleni Iacovidou,0.3526,Dr Theodoros Giakoumis,0.3281,DISPLACED_BY_QUOTA,1,0.0245,"Assigned Dr Theodoros Giakoumis (Rank #2, Relevance: 0.3281) under Institutional Workload Policy."
N/A,Advanced Materials and Manufacturing,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Nithin Amirth Jayasree,0.2829,Dr Nithin Amirth Jayasree,0.2829,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Nithin Amirth Jayasree assigned as Rank #1 subject expert (Relevance score: 0.2829).
PH5649,Fundamentals of Prevention and Rehabilitation in Cardiovascular Health,Department of Health Sciences,taught_academic,Dr Claire Nolan,0.367,Dr Claire Nolan,0.367,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Claire Nolan assigned as Rank #1 subject expert (Relevance score: 0.3670).
SA5635,Ethnographic Research,"Department of Social Sciences, Media and Communications",taught_academic,Dr Luke Heslop,0.3303,Dr Will Rollason,0.3299,DISPLACED_BY_QUOTA,1,0.0003,"Assigned Dr Will Rollason (Rank #2, Relevance: 0.3299) under Institutional Workload Policy."
SC3602,Advanced Research Skills for Social and Political Sciences,"Department of Social Sciences, Media and Communications",taught_academic,Professor Nicola Ansell,0.3086,Professor Nicola Ansell,0.3086,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Nicola Ansell assigned as Rank #1 subject expert (Relevance score: 0.3086).
LX1606,Academic and Professional Development,Department of Social and Political Sciences,taught_academic,Dr Matthew Cracknell,0.2587,Dr Rachel Stuart,0.2309,DISPLACED_BY_QUOTA,3,0.0277,"Assigned Dr Rachel Stuart (Rank #4, Relevance: 0.2309) under Institutional Workload Policy."
BB3740,Molecular Pharmacology and Toxicology,Department of Life Sciences,taught_academic,Dr Sibylle Ermler,0.3592,Dr Sibylle Ermler,0.3592,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Sibylle Ermler assigned as Rank #1 subject expert (Relevance score: 0.3592).
ME5517,Management of Facilities and Engineering Contracts,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Susan Grant,0.1388,Dr Giulio Alfano,0.1227,DISPLACED_BY_QUOTA,4,0.0161,"Assigned Dr Giulio Alfano (Rank #5, Relevance: 0.1227) under Institutional Workload Policy."
PH5694,Integrating Ultrasound into Clinical Musculoskeletal Practice,Department of Health Sciences,taught_academic,Mr Arturo Lawson,0.3608,Mr Arturo Lawson,0.3608,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Mr Arturo Lawson assigned as Rank #1 subject expert (Relevance score: 0.3608).
